player_type,main_genre,recommendations,windows,mac,linux
Single_player,Strategy,0.0,True,False,False
Single_player,RPG,124.0,True,False,False
Single_player,Strategy,0.0,True,False,False
Single_player,Action,6728.0,True,False,False
Single_player,Action,1837.0,True,False,False
Single_player,Simulation,15423.0,True,False,False
Single_player,Action,14836.0,True,False,False
Multi_player,Action,3090.0,True,False,False
Single_player,Simulation,525.0,True,False,False
Single_player,RPG,5673.0,True,False,False
Single_player,Action,9841.0,True,False,False
Single_player,Action,7295.0,True,False,False
Single_player,Strategy,4624.0,True,False,False
Multi_player,Action,0.0,True,False,True
Multi_player,Action,108.0,True,True,True
Multi_player,Action,0.0,True,False,True
Multi_player,Action,1347.0,True,True,True
Multi_player,Action,0.0,True,False,True
Single_player,Adventure,278.0,True,False,False
Single_player,Adventure,0.0,True,False,False
Single_player,Action,339.0,True,True,False
Single_player,Action,0.0,True,True,False
Single_player,Action,0.0,True,True,False
Single_player,Action,164.0,True,True,False
Single_player,Casual,341.0,True,True,True
Single_player,Casual,0.0,True,False,False
Single_player,Casual,0.0,True,False,False
Single_player,Casual,0.0,True,False,False
Single_player,Casual,0.0,True,False,False
Single_player,Casual,0.0,True,False,False
Single_player,Strategy,0.0,True,False,False
Single_player,Adventure,0.0,True,False,False
Single_player,Strategy,2817.0,True,False,False
Multi_player,Strategy,0.0,True,False,False
Single_player,Action,210.0,True,True,True
Multi_player,Action,296.0,True,False,False
Single_player,Adventure,603.0,True,False,False
Multi_player,Casual,0.0,True,False,False
Single_player,Action,0.0,True,False,False
Single_player,Action,0.0,True,False,False
Single_player,Action,315.0,True,False,False
Single_player,Action,0.0,True,False,False
Single_player,Adventure,0.0,True,False,False
Single_player,Action,335.0,True,False,False
Single_player,Action,797.0,True,False,False
Multi_player,Action,6234.0,True,False,False
Single_player,Action,1105.0,True,False,False
Multi_player,Casual,0.0,True,False,False
Multi_player,Action,5705.0,True,False,False
Multi_player,Action,4949.0,True,False,False
Multi_player,Action,1207.0,True,False,False
Multi_player,Strategy,888.0,True,False,False
Single_player,Action,529.0,True,False,False
Multi_player,Strategy,893.0,True,True,True
Single_player,Action,0.0,True,False,False
Single_player,Action,0.0,True,False,False
Single_player,Action,465.0,True,True,True
Single_player,Action,27660.0,True,True,False
Single_player,RPG,35079.0,True,True,True
Single_player,Action,934.0,True,False,False
Multi_player,Action,301.0,True,False,False
Single_player,Action,132.0,True,False,False
Single_player,Action,4477.0,True,False,False
Multi_player,Action,3260.0,True,False,False
Single_player,Action,4477.0,True,False,False
Single_player,Action,4477.0,True,False,False
Single_player,Action,1538.0,True,False,False
Single_player,Casual,0.0,True,False,False
Single_player,Action,0.0,True,False,False
Single_player,Racing,0.0,True,False,False
Single_player,Casual,163.0,True,False,False
Single_player,Casual,117.0,True,False,False
Multi_player,Action,386.0,True,False,False
Multi_player,Action,699.0,True,False,False
Single_player,Action,465.0,True,False,False
Multi_player,Action,7617.0,True,False,False
Single_player,Racing,388.0,True,False,False
Multi_player,Strategy,352.0,True,False,False
Single_player,Action,1231.0,True,False,False
Single_player,,2568.0,True,True,True
Single_player,RPG,2827.0,True,False,False
Single_player,Action,1337.0,True,True,True
Multi_player,Strategy,234.0,True,False,False
Single_player,Adventure,399.0,True,True,True
Single_player,Action,1585.0,True,True,True
Single_player,Action,1443.0,True,False,False
Multi_player,Action,2238.0,True,False,False
Single_player,RPG,10744.0,True,False,False
Multi_player,Action,472.0,True,False,False
Single_player,RPG,7672.0,True,False,False
Single_player,RPG,11651.0,True,False,False
Single_player,,1697.0,True,False,False
Multi_player,Action,1728.0,True,False,False
Single_player,RPG,17540.0,True,False,False
Single_player,Action,51480.0,True,False,False
,Action,564.0,True,False,False
Multi_player,Strategy,115.0,True,False,False
Multi_player,Strategy,1942.0,True,True,True
Single_player,Action,524.0,True,False,False
Single_player,Action,190.0,True,False,False
Single_player,Action,195.0,True,False,False
Single_player,Casual,0.0,True,False,False
Single_player,Casual,0.0,True,False,False
Single_player,RPG,2361.0,True,False,False
Single_player,RPG,135.0,True,False,False
Single_player,Strategy,154.0,True,False,False
Multi_player,Strategy,147.0,True,False,False
Single_player,Strategy,368.0,True,False,False
Single_player,Action,0.0,True,False,False
Single_player,Strategy,591.0,True,False,False
Multi_player,Casual,236.0,True,False,False
Multi_player,Action,637.0,True,False,False
Single_player,RPG,0.0,True,True,True
Multi_player,Casual,0.0,True,False,False
Single_player,Simulation,9246.0,True,False,False
Multi_player,Action,211.0,True,False,False
Single_player,Action,18198.0,True,False,False
Multi_player,RPG,291.0,True,False,False
Multi_player,Strategy,0.0,True,False,False
Single_player,,487.0,True,False,True
Single_player,RPG,0.0,True,False,False
Single_player,RPG,212.0,True,False,False
Single_player,Simulation,0.0,True,False,False
Single_player,Simulation,0.0,True,False,False
Single_player,Simulation,0.0,True,False,False
Multi_player,Simulation,552.0,True,False,False
Single_player,Action,2165.0,True,False,False
Multi_player,Racing,7208.0,True,False,False
Single_player,Strategy,3703.0,True,True,False
Single_player,Strategy,2353.0,True,False,False
Single_player,Strategy,980.0,True,False,False
Multi_player,Strategy,1020.0,True,False,False
Multi_player,Action,1961.0,True,False,False
Multi_player,Racing,1342.0,True,False,False
Multi_player,Action,23418.0,True,False,False
Single_player,RPG,9643.0,True,False,False
Single_player,Action,2737.0,True,True,True
Single_player,Action,208.0,True,True,True
Multi_player,Simulation,0.0,True,False,False
Single_player,RPG,107.0,True,True,True
Single_player,RPG,0.0,True,True,True
Multi_player,,170.0,True,True,False
Multi_player,Strategy,956.0,True,True,False
Multi_player,Strategy,1005.0,True,False,False
Multi_player,RPG,0.0,True,False,False
Multi_player,Strategy,3514.0,True,True,False
Single_player,RPG,1131.0,True,True,False
Multi_player,Strategy,136.0,True,False,False
Multi_player,Strategy,0.0,True,False,False
Single_player,Strategy,362.0,True,False,False
Multi_player,Strategy,297.0,True,False,False
Single_player,Action,157.0,True,False,False
Multi_player,Action,0.0,True,False,False
Single_player,Casual,239.0,True,True,True
Single_player,Casual,4351.0,True,True,True
Single_player,Casual,123.0,True,True,False
Single_player,Adventure,544.0,True,True,False
Single_player,Simulation,284.0,True,True,True
Single_player,Casual,0.0,True,True,False
Multi_player,Sports,0.0,True,False,False
Multi_player,Action,288.0,True,False,False
Single_player,Casual,0.0,True,True,False
Single_player,Casual,0.0,True,False,False
Single_player,,0.0,True,False,False
Single_player,,0.0,True,False,False
Single_player,Action,170.0,True,False,False
Multi_player,Action,140.0,True,False,False
Single_player,Action,403.0,True,False,False
Multi_player,Action,2915.0,True,False,False
Single_player,Casual,0.0,True,False,False
Single_player,Casual,0.0,True,False,False
Single_player,Adventure,104.0,True,True,True
Single_player,Casual,374.0,True,True,True
Single_player,Action,3506.0,True,True,False
Multi_player,Action,213.0,True,False,False
Single_player,Adventure,355.0,True,True,False
Single_player,Adventure,0.0,True,False,False
Single_player,Adventure,0.0,True,False,False
Single_player,Adventure,0.0,True,False,False
Single_player,Adventure,0.0,True,False,False
Single_player,Action,176.0,True,False,False
Single_player,Adventure,0.0,True,True,False
Single_player,Adventure,0.0,True,True,False
Single_player,Adventure,0.0,True,True,False
Single_player,Adventure,0.0,True,True,False
Single_player,Casual,906.0,True,True,False
Single_player,Casual,5478.0,True,True,False
Single_player,Adventure,1195.0,True,True,False
Single_player,Action,0.0,True,False,False
Multi_player,Action,211.0,True,False,False
Single_player,Adventure,0.0,True,False,False
Single_player,Adventure,0.0,True,False,False
Single_player,Adventure,0.0,True,False,False
Single_player,Adventure,0.0,True,False,False
Single_player,Adventure,0.0,True,False,False
Single_player,Adventure,0.0,True,False,False
Single_player,Adventure,0.0,True,False,False
Single_player,Casual,0.0,True,False,False
Single_player,Adventure,0.0,True,False,False
Single_player,Action,0.0,True,False,False
Single_player,Adventure,0.0,True,False,False
Single_player,Adventure,0.0,True,False,False
Single_player,Adventure,0.0,True,False,False
Single_player,Adventure,0.0,True,False,False
Single_player,Adventure,0.0,True,False,False
Single_player,Casual,0.0,True,False,False
Single_player,Casual,0.0,True,True,False
Single_player,Casual,0.0,True,False,False
Single_player,Casual,0.0,True,False,False
Single_player,Casual,292.0,True,False,False
Multi_player,Casual,0.0,True,False,False
Multi_player,Action,0.0,True,False,False
Single_player,Adventure,138.0,True,True,False
Single_player,Action,315.0,True,False,False
Single_player,Adventure,313.0,True,True,False
Single_player,Action,325.0,True,False,False
Single_player,Adventure,2036.0,True,False,False
Single_player,Adventure,11305.0,True,True,False
Multi_player,Action,879.0,True,False,False
Multi_player,Action,492.0,True,False,False
Single_player,Action,1284.0,True,True,False
Single_player,Casual,0.0,True,False,False
Single_player,Action,392.0,True,False,False
Single_player,Action,2706.0,True,True,False
Single_player,Adventure,2764.0,True,True,False
Single_player,Adventure,173.0,True,False,False
Single_player,Adventure,1141.0,True,False,False
Multi_player,Strategy,5877.0,True,False,False
Single_player,Action,2488.0,True,False,False
Single_player,Action,846.0,True,False,False
Multi_player,Action,0.0,True,False,False
Single_player,Action,235.0,True,False,False
Multi_player,Action,182.0,True,False,False
Multi_player,Action,125.0,True,False,False
Multi_player,Action,0.0,True,False,False
Multi_player,Action,0.0,True,False,False
Multi_player,Action,264.0,True,False,False
Multi_player,Action,175.0,True,False,False
Multi_player,Simulation,0.0,True,False,False
Multi_player,Simulation,0.0,True,False,False
Multi_player,Simulation,0.0,True,False,False
Multi_player,Simulation,0.0,True,False,False
Multi_player,Action,103.0,True,False,False
Multi_player,Simulation,107.0,True,False,False
Multi_player,Action,119.0,True,False,False
Multi_player,Action,2871.0,True,False,False
Single_player,Casual,125.0,True,False,False
Single_player,Action,529.0,True,False,False
Single_player,Action,145.0,True,False,False
Single_player,Action,442.0,True,False,False
Single_player,Action,213.0,True,False,False
Single_player,Action,156.0,True,False,False
Single_player,Action,15779.0,True,False,False
Single_player,Action,700.0,True,False,False
Single_player,Action,0.0,True,False,False
Single_player,Adventure,1956.0,True,False,False
Single_player,Strategy,387.0,True,False,False
Single_player,RPG,328.0,True,False,False
Single_player,Strategy,0.0,True,False,False
Single_player,Adventure,342.0,True,True,True
Single_player,Adventure,284.0,True,False,False
Multi_player,Action,255.0,True,False,False
